Unnamed: 0,author_id,created_at,edit_history_tweet_ids,tweetid,message,retweet_count,reply_count,like_count,quote_count,profile_urls,user_username,user_name,user_ids,my_label,sentiment,trained_on,df_index,hashtag
0,1554207537599131648,2022-12-22 23:41:37+00:00,[1606072498188980224],1606072498188980224,"RT @chess24com: It's finally official! Play Magnus Group is joining @chesscom, with @DanielRensch and @MagnusCarlsen talking about what the…",10,0,0,0,https://pbs.twimg.com/profile_images/1584215126059536384/V0JlRM8H_normal.jpg,rammagay,Ra,1554207537599131648,,,0.0,0,[]
1,1529357072390840321,2022-12-22 23:33:57+00:00,[1606070566498078721],1606070566498078721,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1597868505738743809/NZS9DCFO_normal.jpg,BodITechies,Bod Tech Group,1529357072390840321,,,0.0,1,[]
2,736004389316513792,2022-12-22 23:28:23+00:00,[1606069165604753408],1606069165604753408,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1236936589173035008/avMTTLLO_normal.jpg,OcecpNanka,Ocecp Nanka,736004389316513792,,,0.0,2,[]
3,1428347863503802374,2022-12-22 22:45:16+00:00,[1606058317163495425],1606058317163495425,RT @esportsbuzz_: Magnus Carlsen https://t.co/0YwrjWJXjs #riot #fightinggames #gaming #esportsnews #streamers #activision #fgc #gamingnews…,2,0,0,0,https://pbs.twimg.com/profile_images/1596646607474331650/EK_LS0J__normal.jpg,IntrinsicGames,Alyssa,1428347863503802374,,,0.0,3,"['riot', 'fightinggames', 'gaming', 'esportsnews', 'streamers', 'activision', 'fgc', 'gamingnews']"
4,1518281938330701824,2022-12-22 22:45:14+00:00,[1606058308929933312],1606058308929933312,RT @esportsbuzz_: Magnus Carlsen https://t.co/0YwrjWJXjs #riot #fightinggames #gaming #esportsnews #streamers #activision #fgc #gamingnews…,2,0,0,0,https://pbs.twimg.com/profile_images/1575518355427139586/X57K1gRA_normal.png,MineVoidMC,Gaming Tweets,1518281938330701824,,,0.0,4,"['riot', 'fightinggames', 'gaming', 'esportsnews', 'streamers', 'activision', 'fgc', 'gamingnews']"
5,1585911067129319425,2022-12-22 22:14:32+00:00,[1606050584217260032],1606050584217260032,Magnus Carlsen https://t.co/0YwrjWJXjs #riot #fightinggames #gaming #esportsnews #streamers #activision #fgc #gamingnews #leagueoflegends #blizzard #callofduty #csgo #fortnite #esports #gamingguides #rocketleague #supersmashbrothers #dota,2,0,0,0,https://pbs.twimg.com/profile_images/1585914384827961344/Fw0rvNio_normal.jpg,esportsbuzz_,Esports-Buzz,1585911067129319425,,,0.0,5,"['riot', 'fightinggames', 'gaming', 'esportsnews', 'streamers', 'activision', 'fgc', 'gamingnews', 'leagueoflegends', 'blizzard', 'callofduty', 'csgo', 'fortnite', 'esports', 'gamingguides', 'rocketleague', 'supersmashbrothers', 'dota']"
6,1125780176455913472,2022-12-22 21:52:35+00:00,[1606045056976027649],1606045056976027649,Football might be more predictable than we think. Magnus Carlsen (Chess World Champion) was ranked number 1 in the English Premier League’s official fantasy sports game. And it's a game where you have to judge by each players rather than an entire team which is much much harder. https://t.co/KZyyFrFhpt,0,0,7,0,https://pbs.twimg.com/profile_images/1604627810701938689/QcYlx_VO_normal.jpg,Lil_Mr_Dynamite,ㄥ乇ㄖ 🇦🇷🇪🇸,1125780176455913472,,,0.0,6,[]
7,840945357148311552,2022-12-22 21:39:38+00:00,[1606041797691469825],1606041797691469825,Is @cz_binance the Magnus Carlsen of crypto?,0,1,0,0,https://pbs.twimg.com/profile_images/1514436564276826113/wkhHawyP_normal.jpg,bigdrckenergy,Derick David,840945357148311552,,,0.0,7,[]
8,910754435856519168,2022-12-22 21:37:37+00:00,[1606041290646245376],1606041290646245376,RT @anammostarac: 13-year-old Magnus Carlsen gets bored  while playing chess grandmaster Garry Kasparov https://t.co/B3Xryb9oBz,3813,0,0,0,https://pbs.twimg.com/profile_images/1092387110227718144/5q1fNsRZ_normal.jpg,fPbdVBXXillXMJB,Court shady,910754435856519168,,,0.0,8,[]
9,143264116,2022-12-22 20:48:20+00:00,[1606028888185806848],1606028888185806848,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1567615327302832130/NBPNPk0-_normal.jpg,pecanyasmin,Yas,143264116,,,0.0,9,[]
10,1590584442132758528,2022-12-22 20:45:33+00:00,[1606028187879743504],1606028187879743504,"@FEETFlEND He will be like Magnus Carlsen, the greatest Norwegian of all time. To become the second greatest Norwegian of all time by winning the WC. (Magnus Carlsen's chess championships are worth more than 5 world cup trophies)",0,1,2,0,https://pbs.twimg.com/profile_images/1605164510700048384/QDvF2W9a_normal.jpg,HypnotubeGyaru,Balthasar Long Island WAR LORD,1590584442132758528,,,0.0,10,[]
11,783638960476188672,2022-12-22 20:37:24+00:00,[1606026139037601792],1606026139037601792,@TrungTPhan Magnus Carlsen Checkmates Bill Gates in just 12 seconds https://t.co/UgJlabUWY5 via @YouTube,0,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Jason_MI5,Jason,783638960476188672,,,0.0,11,[]
12,1601037326100361216,2022-12-22 20:23:55+00:00,[1606022745913196544],1606022745913196544,He’s the Bad Boy of Chess. But Did He Cheat? https://t.co/1olrsLbo0V,0,0,0,0,https://pbs.twimg.com/profile_images/1605926250622898178/x0s69WYT_normal.jpg,bottijii,髙橋邦彦（無駄口多し）,1601037326100361216,,,0.0,12,[]
13,2262242342,2022-12-22 20:15:01+00:00,[1606020504976035880],1606020504976035880,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1390400463330320384/QqzyiUmO_normal.jpg,RobotDadr,Diego Alejandro Diaz,2262242342,,,0.0,13,[]
14,956296597,2022-12-22 19:35:39+00:00,[1606010599984443395],1606010599984443395,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1588397000583778304/e9vZR29t_normal.jpg,JacobRoehl,Jacob Roehl,956296597,,,0.0,14,[]
15,449945064,2022-12-22 19:17:00+00:00,[1606005906801467392],1606005906801467392,@magnus__carlsen Cause that’s their monster horse 🤧,0,1,0,0,https://pbs.twimg.com/profile_images/1346121520830144512/WMR5vGwq_normal.jpg,che_rochi,hsirehç,449945064,,,0.0,15,[]
16,540354785,2022-12-22 18:44:48+00:00,[1605997802168926227],1605997802168926227,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/756880971954266112/rXjXljK7_normal.jpg,FalafelQureshi,HOLO,540354785,,,0.0,16,[]
17,758021731739107332,2022-12-22 18:21:38+00:00,[1605991969200558080],1605991969200558080,@HugoHouse7 I dont know anything about chess why isn’t Magnus Carlsen there?,0,1,0,0,https://pbs.twimg.com/profile_images/1593230876753756161/YhcwILK1_normal.jpg,afc_ludde,Ludde,758021731739107332,,,0.0,17,[]
18,1457906600098811905,2022-12-22 18:10:07+00:00,[1605989073344024576],1605989073344024576,"@DevilmanRyel Same energy as Magnus Carlsen saying ""I knew he was cheating because no one can keep up with me.""",0,1,77,0,https://pbs.twimg.com/profile_images/1599273043842387969/7TWRtwtY_normal.jpg,Cupcake_OotL,Cupcake,1457906600098811905,,,0.0,18,[]
19,917722041406644225,2022-12-22 18:05:17+00:00,[1605987855335010306],1605987855335010306,@chesscom A chess book written by Magnus Carlsen.,0,0,0,0,https://pbs.twimg.com/profile_images/1091211443850989568/rZ3ZGy1S_normal.jpg,OnuzqRS,Onuzq,917722041406644225,,,0.0,19,[]
20,56319895,2022-12-22 17:50:51+00:00,[1605984224615747584],1605984224615747584,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1596906473841635328/zk1mBCkG_normal.jpg,iebal_ben,Ben,56319895,,,0.0,20,[]
21,1446334659546157056,2022-12-22 16:56:48+00:00,[1605970622953111562],1605970622953111562,"@tanmayborse_28 @chesscom @chesscom_in @MagnusCarlsen @ReheSamay @GMHikaru @ChessbaseIndia Keep Growing 🔥 
Waiting for your match against Magnus Carlsen 😂♟️",0,1,1,0,https://pbs.twimg.com/profile_images/1570791148528205833/LUXkkPIw_normal.jpg,MandlikPrajwal3,Mandlik Prajwal,1446334659546157056,,,0.0,21,[]
22,2616028770,2022-12-22 16:55:01+00:00,[1605970172052905986],1605970172052905986,"https://t.co/oawaQvAAx0 Officially Acquires Play Magnus, Carlsen Signs As Ambassador https://t.co/QuZioDiuPk",0,0,0,0,https://pbs.twimg.com/profile_images/530798147883122688/ECDtbKN4_normal.jpeg,XcellCHESS,XcellCHESS,2616028770,,,0.0,22,[]
23,1596031150811623425,2022-12-22 16:35:46+00:00,[1605965327837188114],1605965327837188114,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1596034928184958976/OXyVrkiQ_normal.jpg,randomn83197957,randomnumbers,1596031150811623425,,,0.0,23,[]
24,4866717149,2022-12-22 16:21:36+00:00,[1605961765749018625],1605961765749018625,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1606028730157174784/aZ1P9Rk5_normal.jpg,NatioScourge,🌟 Fr Failing Elites 🌊 Jnoun ⛽️,4866717149,,,0.0,24,[]
25,1378969722906013700,2022-12-22 16:21:21+00:00,[1605961701593321472],1605961701593321472,@Shephin_Mathew Magnus carlsen?,0,1,0,0,https://pbs.twimg.com/profile_images/1582754691448213504/VWXbn68Z_normal.jpg,ShahabSp3aks,Surve Shahab,1378969722906013700,,,0.0,25,[]
26,1519669528434987008,2022-12-22 16:10:46+00:00,[1605959035723067392],1605959035723067392,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/1605973758153752582/pUCTs94M_normal.jpg,Aravind82541545,Aravind S,1519669528434987008,,,0.0,26,[]
27,815167497540407296,2022-12-22 15:56:15+00:00,[1605955385923207168],1605955385923207168,RT @TrungTPhan: Magnus Carlsen checkmates Bill Gates in 12 seconds https://t.co/pr9eTKPkV5,454,0,0,0,https://pbs.twimg.com/profile_images/832290559670763522/mk3cYoWd_normal.jpg,SalernoSebi,Sébastien Salerno,815167497540407296,,,0.0,27,[]
