Unnamed: 0,author_id,created_at,edit_history_tweet_ids,tweetid,message,retweet_count,reply_count,like_count,quote_count,impression_count,profile_urls,user_username,user_name,user_ids,my_label,sentiment,trained_on,df_index,hashtag
1,1330918368715681797,2023-01-09 23:33:42+00:00,[1612593485756133376],1612593485756133376,@Unt4rnished Es war halt Weihnachten und Silvester dazwischen.. die erste Bewerbung ist 1 Monat und paar Tage her und wenn wir den Zeitraum noch anziehen…,0,1,0,0,10,https://pbs.twimg.com/profile_images/1548757637432582147/Rvfy0bzG_normal.jpg,kinkyfirefight,J.,1330918368715681797,,,0.0,1,[]
93,1466240126124703747,2023-01-09 14:02:53+00:00,[1612449837349232642],1612449837349232642,"@Heicapa1 @BBarucker @rki_de @PEI_Germany @stohr_klaus Immer dieses Auto-Vergleich. Impfpflicht ist wie Gurtpflicht. Menschen sterben auch durch Autounfälle... 

Wie wäre es mit einem Vergleich mit FRÜHEREN IMPFUNGEN, anstatt Äpfel mit Birnen?
 
Laut PEI gab es für ALLE Impfungen zusammen im Zeitraum ...",0,1,3,0,63,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Leila_goodluck,Leila A.,1466240126124703747,,,0.0,93,[]
95,3387720461,2023-01-09 13:56:41+00:00,[1612448277990891522],1612448277990891522,"@DasErste @demianvonosten @Weltspiegel_ARD Tolle Doku. Das besondere daran ist der Zeitraum über fast ein Jahr, was noch einen besseren Einblick verschafft. Schade, dass die Bloggerin aus St. Petersburg nicht mehr für ein Gespräch bereit war. Hätte beim ersten Interview was drauf verwettet, dass sie mittl. ausgereist ist.",0,0,2,0,128,https://pbs.twimg.com/profile_images/1542088706064097280/x6LFRESP_normal.jpg,Vornerbauer,Gerhard Langreiter,3387720461,,,0.0,95,[]
91,1013469539256893440,2023-01-09 14:09:02+00:00,[1612451383965351939],1612451383965351939,"Glaube der größte Skill den gibt, ist es sich einfach für einen längeren Zeitraum auf eine Sache fokussieren zu können.",0,1,5,0,215,https://pbs.twimg.com/profile_images/1550542410056404992/mqiJ-Ozt_normal.jpg,reymis5591,reymis559,1013469539256893440,,,0.0,91,[]
17,851919526467907585,2023-01-09 21:13:14+00:00,[1612558136052797454],1612558136052797454,"@_Thomas_Manthey @LilithWittmann „Nach WW2“ ist aber ein sehr großer Zeitraum. 
Hier ganz schön zu sehen. https://t.co/OH59o0Ykh9",0,2,6,0,289,https://pbs.twimg.com/profile_images/1043611779346182145/cmfN4c-o_normal.jpg,Nepumuk5,Nepumuk,851919526467907585,,,0.0,17,[]
94,2916004396,2023-01-09 13:57:25+00:00,[1612448459432361984],1612448459432361984,"Der Prof für Unternehmensethik hat gerade den Zeitraum für den Essay verbindlich auf den 26. und 27. Januar festgelegt, das heißt die beiden LOTL Shows Anfang Februar sind safe 🥺💖",0,1,2,0,73,https://pbs.twimg.com/profile_images/1591815929062629381/pStudlMC_normal.jpg,Doomsday_disco,Annika🦄 | 22 💖,2916004396,,,0.0,94,[]
18,1181880150868271104,2023-01-09 20:56:24+00:00,[1612553901328179208],1612553901328179208,"@LeibrockFrank @AufstandLastGen In welchem Zeitraum, den diese neue Grafik umfasst, gab es den Säugetiere an Land?

Wann endet diese Grafik (bzw wann ist diese Grafik entstanden mit welcher Studie)?",0,0,0,0,57,https://pbs.twimg.com/profile_images/1611776667009130497/ZFPvDAZF_normal.jpg,GittermannPeer,Peer,1181880150868271104,,,0.0,18,[]
82,3305761144,2023-01-09 14:47:36+00:00,[1612461090805366785],1612461090805366785,Die Botschaft sucht eine*n Verwaltungspraktikant*in für den Zeitraum 1.9.-30.11.2023. Bewerbungen bitte bis 6.2. an: den-haag-ob@bmeia.gv.at. Weitere Informationen zum Auslandspraktikum finden Sie hier: https://t.co/gcxw6Bvirm https://t.co/pr5LefCXso,0,0,1,1,791,https://pbs.twimg.com/profile_images/1196460095237971968/Vcvgbyse_normal.jpg,AustriainNL,Austrian Embassy NL,3305761144,,,0.0,82,[]
19,49356645,2023-01-09 20:42:30+00:00,[1612550404138475524],1612550404138475524,"@mom_of_trouble @Knusperkugel808 @Quasselette Mir hat der Apotheker (älteres Alphamännchen) vehement dazu geraten, für den Zeitraum, in dem ich das Antibiotikum einnehme, abzustillen.🤡 Da fällt man wirklich vom Glauben ab.",0,0,2,0,80,https://pbs.twimg.com/profile_images/1380272827744522244/K_zfwLP5_normal.jpg,leludimo,alexib💣mba,49356645,,,0.0,19,[]
78,2617357130,2023-01-09 15:12:14+00:00,[1612467290213158913],1612467290213158913,"Aber es ist alles in Ordnung! 
im Zeitraum von 1966 bis 2004. In den 38 Jahren Laufzeit der Studie kam es insgesamt zu 1.101 Todesfällen. In einem Jahr mit Gen-Impfung starben also mehr Sportler, als in den fast 40 zuvor beobachteten Jahren! https://t.co/s1e6fElNya",18,0,26,2,777,https://pbs.twimg.com/profile_images/1603000878167953409/H8wyh2wi_normal.jpg,grafbobbes,ZigZag,2617357130,,,0.0,78,[]
90,1368585011633471498,2023-01-09 14:11:17+00:00,[1612451948711792650],1612451948711792650,"@rbb24 Meinte er nicht ""in den kommenden beiden Jahrhunderten""?
Das wäre der richtige Zeitraum.
Noch besser wäre natürlich die Abschaffung. In den beiden kommenden Monaten.",0,0,0,0,54,https://pbs.twimg.com/profile_images/1368585300100976640/sM4onYwv_normal.jpg,Theopraktiker2,Theo Praktiker,1368585011633471498,,,0.0,90,[]
28,1586715038886334465,2023-01-09 19:46:53+00:00,[1612536406186004481],1612536406186004481,"https://t.co/MaGuxHlofY

Der bekannte US-Kardiologe Peter McCullough nannte die Studie schockierend. Er verwies im Vergleich auf eine europäische Studie, die die Mortalität von Spitzensportlern beobachtete – jedoch im Zeitraum von 1966 bis 2004.",0,0,1,0,5,https://pbs.twimg.com/profile_images/1586715290670358528/DCH9ECXN_normal.jpg,germengermany1,Germengermany1,1586715038886334465,,,0.0,28,[]
77,578240398,2023-01-09 15:15:50+00:00,[1612468196556312577],1612468196556312577,"""4400 Passagiere pro Stunde kann das System befördern. Eine klassische Straßenbahn befördert im selben Zeitraum 20.000 Passagiere."" Damit ist auch alles über Musks Schnapsidee gesagt.  https://t.co/ngtKa9ijBs",0,0,2,0,207,https://pbs.twimg.com/profile_images/1275889337301860353/6RsqHLnB_normal.jpg,IsmailErtug,Ismail Ertug MEP 🍀🌍,578240398,,,0.0,77,[]
58,311949912,2023-01-09 16:24:07+00:00,[1612485379310948361],1612485379310948361,"@fothermucker84 @U71pb Oder gehen wir noch ein Jahr weiter nach hinten. Gleiche Uni, gleicher Zeitraum, 11 Verstorbene. Und nun? https://t.co/DobkG0rCo2",0,1,3,0,34,https://pbs.twimg.com/profile_images/1132170835203121152/KdTjlQW7_normal.jpg,Hes_a_Maniac,Firestarter,311949912,,,0.0,58,[]
49,1182563394215387137,2023-01-09 17:35:55+00:00,[1612503447013580801],1612503447013580801,"Update: Stadt Stuttgart 8 x #ploetzlichundunerwartet 
im Zeitraum Nov. - Dez. 22  (6 Todesanzeigen  Jugendamt, 1 x Branddirektion, 1 x Schulverwaltungsamt) https://t.co/TMm4vFTa6v",0,0,2,0,351,https://pbs.twimg.com/profile_images/1612485111223656448/ydRGUkVf_normal.jpg,josch_josch369,аким 🚿🚿🚿🚿,1182563394215387137,,,0.0,49,['ploetzlichundunerwartet']
27,1567080986059440128,2023-01-09 20:00:27+00:00,[1612539821024477184],1612539821024477184,"@DariaDreyer @StBrandner im Bundestag auf dem Sender Phönix genannt und bezieht sich natürlich auf die Bundesebene, auf den Zeitraum eines Jahres. /2",0,0,0,0,8,https://pbs.twimg.com/profile_images/1567081518945689600/9J_F4hWA_normal.jpg,FCKTom2,FCK Tom,1567080986059440128,,,0.0,27,[]
87,1126217279136509952,2023-01-09 14:16:34+00:00,[1612453279736238080],1612453279736238080,"@frankelangmach @gruenenrw @MonaNeubaur Eure Fake News sind lange widerlegt. Es wird nur mehr klimaschädliche Braunkohle in einem kürzeren Zeitraum verbrannt und #LuetzerathUnraeumbar soll abgebaggert werden, damit 280 t Kohle =  280 t #Co2 gefördert und die Profite von #RWE sichern können. Die #Grünen-Show ist aus.",0,0,4,0,305,https://pbs.twimg.com/profile_images/1207939603094593537/rxhnGVVg_normal.jpg,MalaZimtig,Mala,1126217279136509952,,,0.0,87,"['LuetzerathUnraeumbar', 'Co2', 'RWE', 'Grünen']"
72,819535545827201024,2023-01-09 15:30:48+00:00,[1612471962990776324],1612471962990776324,"@vic_010100 Da sieht man mal was möglich ist und in welchem Zeitraum.
Den Bereich „Other“ sollte man genauer anschauen um zukünftige Abhängigkeiten und Erpressungen vorzubeugen.😉",0,0,4,0,155,https://pbs.twimg.com/profile_images/1506342635841236992/LaRwDp_p_normal.jpg,Marieaaow,Dr.M.A.A.O.W.,819535545827201024,,,0.0,72,[]
55,1427355106228441088,2023-01-09 16:50:39+00:00,[1612492057561415680],1612492057561415680,"@JostMichael555 @SBetschinger Wir haben sie nicht elegant ausgelagert, Die sind hier abgehauen,weil hier die Produktionskosten zu hoch sind. Und trotz 42% CO2 Reduzierung haben wir im gleichen Zeitraum das BIP gesteigert und auch die Industrieproduktion. Es gibt diese Speicher aber nicht Nirgends auf der Welt",0,2,0,0,10,https://pbs.twimg.com/profile_images/1539160435311710208/QqQrctIS_normal.jpg,AlterweiserMan7,Alter weiser Mann,1427355106228441088,,,0.0,55,[]
33,1312692406987427846,2023-01-09 19:14:09+00:00,[1612528170644693014],1612528170644693014,"@jmnnd1 Ist es ein akuter Anfall von ""Hier bleib ich keine Minute länger"" oder eher ein leises, geducktes Hinausschlürfen über einen längeren Zeitraum?
Bei Ersterem: Keine Angst, der beruhigt sich schnell wieder!",0,1,1,0,13,https://pbs.twimg.com/profile_images/1611035317284347905/F59_BGU3_normal.jpg,bin_ne_liebe,Brummsummsel,1312692406987427846,,,0.0,33,[]
73,1364208775738101763,2023-01-09 15:27:27+00:00,[1612471118056628225],1612471118056628225,"Also behalf man sich mit bereits vorhandenen alten Handschriften, um daraus Einbände herzustellen, die wir heute Makulatureinband nennen. Hier zu sehen ist ein Sammelband mit ingesamt 58 Titeln, vor allem Dissertationen aus dem Zeitraum 1667 bis 1690. (Signatur: 35, 3 : 31) https://t.co/vOK1tTBh1M",3,0,13,1,602,https://pbs.twimg.com/profile_images/1364221266316513288/h77Xn-Ku_normal.jpg,DirektorHAAB,Reinhard Laube,1364208775738101763,,,0.0,73,[]
11,1486979847951990784,2023-01-09 21:53:29+00:00,[1612568267402645504],1612568267402645504,"Der bekannte US-Kardiologe Peter McCullough nannte die Studie schockierend. Er verwies im Vergleich auf eine europäische Studie, die die Mortalität von Spitzensportlern beobachtete – jedoch im Zeitraum von 1966 bis 2004. https://t.co/5l4157zDFQ",0,0,0,0,2,https://pbs.twimg.com/profile_images/1602979255067066370/dQKzJOHr_normal.jpg,RudolfR20,Rudolf der Schöne,1486979847951990784,,,0.0,11,[]
66,1589716915261526024,2023-01-09 15:52:04+00:00,[1612477314222153731],1612477314222153731,@LuetziBleibt @Polizei_NRW_AC Bezieht sich das friedlich auf den Zeitraum bevor oder nachdem Steine geworfen wurden?,0,0,0,0,10,https://pbs.twimg.com/profile_images/1589783247747170306/kdjz-THW_normal.jpg,Scratzo,𝑺𝒄𝒓𝒂𝒕,1589716915261526024,,,0.0,66,[]
13,2620332935,2023-01-09 21:30:25+00:00,[1612562460451700736],1612562460451700736,"Marcus Mann bestätigt diesen Rasen-Tausch: „Wir wollten schon im Sommer die Firma wechseln, aber der Zeitraum war zu kurzfristig.“ Wir dürfen gespannt sein. #NP",0,0,74,0,2136,https://pbs.twimg.com/profile_images/618116129660227584/eSUiG8Q-_normal.png,96HSV1896,RoteRübe,2620332935,,,0.0,13,['NP']
39,1529063742075543554,2023-01-09 18:22:44+00:00,[1612515229639884801],1612515229639884801,"@loeffel_lothar @NurderK @PaulineBruenger @Luisamneubauer @FridayForFuture Aber es ist doch kein Kompromiss die gleiche Menge an Kohle nur in einem kürzeren Zeitraum aus dem Boden zu holen. Dazu stützen sich führende Politiker der Grünen dann auf ein RWE-Gutachten. Das ist dann nicht besser als Altmeier, der Studien zurückhielt.",0,1,1,0,19,https://pbs.twimg.com/profile_images/1565669737874575360/2Dldt-m0_normal.jpg,CasparPaap,Jacapa,1529063742075543554,,,0.0,39,[]
61,1200556541918748673,2023-01-09 16:17:35+00:00,[1612483733730254848],1612483733730254848,"USKardiologe McCullough nannte Studie schockierend. Er verwies auf eine europäische Studie, die die Mortalität von Spitzensportlern beobachtete,  im Zeitraum von 1966-2004 kam es insgesamt zu 1101 Todesfällen. In einem Jahr mit Impfung starben mehr Sportler, als in den 38  zuvor! https://t.co/7anQAJAcGL",5,1,8,0,140,https://pbs.twimg.com/profile_images/1201590312260513792/PzNDOlS__normal.jpg,chris95488191,Chris Wob,1200556541918748673,,,0.0,61,[]
15,1371735228788641794,2023-01-09 21:24:57+00:00,[1612561083977420810],1612561083977420810,@ZereoOx @Takeofnr @lolofnr1 @SmileFnr @valiantseu Dann musst du aber alles bitte nochmal neu rebranden weil so kommst du nicht weit sorry tut mir leid aber man wird nicht einfach so über nen Zeitraum zur ORG,0,1,0,0,9,https://pbs.twimg.com/profile_images/1607057446706577409/WHdoxfVK_normal.jpg,Juuli277,Juli | 🇵🇹🐐,1371735228788641794,,,0.0,15,[]
83,1310960565163089921,2023-01-09 14:47:31+00:00,[1612461069980815367],1612461069980815367,"Moin @GamerBr0ski hatte bei der @AtBroskiShow eine 50€ adidas karte in den drops gewonnen, aber leider keine Rückmeldung mehr bekommen. Ist das normal das es sich über diesen Zeitraum verzögert oder ist da einfach ein fehler eventuell unterlaufen?",0,0,3,0,59,https://pbs.twimg.com/profile_images/1576299924509048833/VszlDZ-M_normal.jpg,WerderTimeee,GOAT_MARKO,1310960565163089921,,,0.0,83,[]
85,769285884785070081,2023-01-09 14:39:34+00:00,[1612459066336632832],1612459066336632832,"@Mondgesang Oh, das brauchte ich auch schonmal für einen gewissen Zeitraum.  Das war aber weniger als 12 Monate. Da hat der Wetterdienst gut geholfen. Da hast du bestimmt schon geschaut. Aber sooo lange...?",0,1,1,0,71,https://pbs.twimg.com/profile_images/1544948060127744000/IYj8ADJ5_normal.jpg,abrakalaber,Abrakalaber,769285884785070081,,,0.0,85,[]
42,1370070192689143811,2023-01-09 18:09:03+00:00,[1612511784539152391],1612511784539152391,"@ToleranzNaklar @rosenbusch_ @SHomburg @MarkusHaintzUSA @jreichelt @ainyrockstar @SonguelSunny @reitschuster @wodarg Klar, Sie sind natürlich historisch beschlagen und kennen sich im Mittelalter bestens aus (als Beleg ziehe ich den Stil ihrer sonstigen Posts heran). Würden Sie uns teilhaben lassen und den Zeitraum des Mittelalters eingrenzen mitsamt der von Ihnen zitierten Fake News?",0,0,1,0,10,https://pbs.twimg.com/profile_images/1596747200725393408/GGi1p4Tq_normal.jpg,Sekhmet15846968,Gräfin Mumpitz,1370070192689143811,,,0.0,42,[]
34,2374739105,2023-01-09 18:40:43+00:00,[1612519755319050240],1612519755319050240,"ToDo:
Nach nem Espresso vor dem PC einpennen ✅

Glaube es wird Zeit mal nen gewissen Zeitraum ohne Kaffee/Energy bzw Koffein.",0,0,2,0,151,https://pbs.twimg.com/profile_images/1606915353585631232/p34Cx4aG_normal.jpg,UnskilledCast,"Bastian ""Unskilledcast""",2374739105,,,0.0,34,[]
60,70136337,2023-01-09 16:18:37+00:00,[1612483993806725122],1612483993806725122,"@MKreutzfeldt nur 4% Verbrauchsreduktion bei nahezu 5-fach höheren Preisen als im Zeitraum 2010-2020.
Eine elastische Weitergabe der Preissignale würde der Energiewende massiv helfen damit der Verbrauch dem Angebot folgen kann. (private Batterien,…) https://t.co/16g60FPiJJ",0,1,2,0,290,https://pbs.twimg.com/profile_images/389816649/rad1_normal.jpg,boshomo,boshomo,70136337,,,0.0,60,[]
48,344614144,2023-01-09 17:36:00+00:00,[1612503469088464896],1612503469088464896,"#UKRAINE #Україна 🇺🇦 #KIEW #EU 🇪🇺 #UE 🇪🇺 Habe 1977 in #FRANKFURT das #Migrationsproblem für #EUROPA gelöst.

LÖSUNG: Die Europäer zu Kerneuropäer in einem Zeitraum von 100 Jahre zu fusionieren. #VereinigtenStaatenVonEuropa aufgebaut auf #Kerneuropäer. MM 👉https://t.co/AVaYH2wvor",0,0,0,0,64,https://pbs.twimg.com/profile_images/470130822507282432/KshVkXru_normal.jpeg,DerKerneuropaer,Der Kerneuropäer ☮️ 🇪🇺 🇺🇦 🛂 🆔,344614144,,,0.0,48,"['UKRAINE', 'Україна', 'KIEW', 'EU', 'UE', 'FRANKFURT', 'Migrationsproblem', 'EUROPA', 'VereinigtenStaatenVonEuropa', 'Kerneuropäer']"
35,1246158908089077762,2023-01-09 18:36:04+00:00,[1612518585791832076],1612518585791832076,"3/

Zwischen 8:00 und 13:00 Uhr wurde heute mehr Strom erzeugt, 
als verbraucht

In diesem Zeitraum entstanden beide Kurzvideos

Deshalb mussten die Rotorblätter stillstehen, das Netz musste entlastet werden

Mit #Bitcoin kann diese Energie genutzt werden

#fff #Energiewende https://t.co/2EjAatkCIc",3,5,35,0,1325,https://pbs.twimg.com/profile_images/1607790007279927296/xV57oE9U_normal.jpg,elbitcoinamb,El Bitcoin ambassador,1246158908089077762,,,0.0,35,"['Bitcoin', 'fff', 'Energiewende']"
31,1579855608915820549,2023-01-09 19:31:32+00:00,[1612532545132060672],1612532545132060672,"- Bitte nur ein Song pro User:in.
- Die endgültige Entscheidung welche Songs reinkommen liegt am Ende bei mir
- Es werden maximal 4 Songs pro Act angenommen
- Single oder Song erschienen im Zeitraum 2000-2009",0,1,47,1,4982,https://pbs.twimg.com/profile_images/1612143774884315143/o4yJWvQ8_normal.jpg,MusikWM,Musik-WM,1579855608915820549,,,0.0,31,[]
56,1605221074748178432,2023-01-09 16:31:46+00:00,[1612487304991412228],1612487304991412228,"Der bekannte US-Kardiologe Peter McCullough nannte die Studie schockierend!
Er verwies im Vergleich auf eine europäische Studie,die die Mortalität von Spitzensportlern beobachtete,jedoch nur im Zeitraum von 1966 bis 2004! https://t.co/ggvcgWgHQ9",0,0,0,0,1,https://pbs.twimg.com/profile_images/1607368884713127939/ZtqaNxBl_normal.jpg,BerndMueseler2,Ben Patriot,1605221074748178432,,,0.0,56,[]
88,179098465,2023-01-09 14:15:53+00:00,[1612453107790925827],1612453107790925827,"@SILVERF26971227 Links eine Zahl über einen unbekannten Zeitraum entlang des gesamten Frontabschnitts, rechts angeblich das Ergebnis eines einzigen Raketenangriffs.
Aber klar, dass du dir wünschst, man würde wie du mehr russische Propaganda nachbeten.",0,0,3,0,48,https://pbs.twimg.com/profile_images/566928380361052163/vanxWBjL_normal.jpeg,HelloLudger,Ludger,179098465,,,0.0,88,[]
81,1238808518922309632,2023-01-09 15:02:05+00:00,[1612464735873646593],1612464735873646593,"@VickySpielfrau @RodlerSabine Ja, dann geben Sie der Sprache doch bitte auch eine Chance, sich über einen angemessenen Zeitraum zu entwickeln, statt Ihre Sprechweise Männern wie Frauen einprügeln zu wollen! Vielen Dank!",0,0,3,0,23,https://pbs.twimg.com/profile_images/1397585345131302914/usGkrd12_normal.jpg,HerrKausB1,Herr K. aus B. 🌡️🚿🥩⚛️🚘🚹🚺🙏🏻,1238808518922309632,,,0.0,81,[]
99,1271364760198676480,2023-01-09 13:36:34+00:00,[1612443214090313728],1612443214090313728,"DJ gesucht: Am 21.02.2022, in Salzburg - Salzburg - Budget: 3.000 für 3 Tage., Es geht um eine Store Eröffnung in Salzburg. Das Event geht über 3 Tage und wir würden sehr gerne den gleichen DJ für diesen Zeitraum buchen. Es ist ein Day-Event also über... https://t.co/2cOoRiCLxb",0,0,0,0,0,https://pbs.twimg.com/profile_images/1271366028916908037/I-InHtfQ_normal.jpg,musikersuche,musikersuche,1271364760198676480,,,0.0,99,[]
36,399518734,2023-01-09 18:34:03+00:00,[1612518079556116481],1612518079556116481,"Wegen des (noch) schwachen EE-Zubaus im gleichen (geplanten) Zeitraum waren es 4%. 
Unschön, aber eben 15-20%. 
Man muss hier schon aufpassen, was wer wie behauptet, die Zukunft zu kennen. Und mit welchen Zahlen gearbeitet wird. https://t.co/IDKMHu4DSd",1,1,8,0,759,https://pbs.twimg.com/profile_images/1610627143658049536/xaynYVge_normal.jpg,DerClue,Chris Luening 🇪🇺 ↯↯↯ derclue@mastodon.green,399518734,,,0.0,36,[]
