Unnamed: 0,author_id,created_at,edit_history_tweet_ids,tweetid,message,retweet_count,reply_count,like_count,quote_count,profile_urls,user_username,user_name,user_ids,my_label,sentiment,trained_on,df_index,hashtag
21.0,1.4251284506758597e+18,2022-12-22 23:59:59+00:00,[1606077119464882178],1.6060771194648822e+18,"RT @AndersonAfDMdEP: Man, watching this I have to say: There's absoluely no way I could possibly ever eat as much as I would like to vomit!…",1230.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1562989856439123970/RRvoyH7A_normal.jpg,Hdrider6572,glenn,1.4251284506758597e+18,,,0.0,21.0,[]
31.0,1.5961949031466148e+18,2022-12-22 23:59:59+00:00,[1606077118474989569],1.6060771184749896e+18,"RT @DonkTrading: 3 days till Christmas 🎄 

Who wants an early #FIFA23 points present? 👀 🎁

Retweet &amp; drop a follow so I can DM",1974.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1596195017349111810/ts5bCA_2_normal.jpg,fifafut23fan,siuuuu,1.5961949031466148e+18,,,0.0,31.0,['FIFA23']
3.0,1.0473929119422464e+18,2022-12-22 23:59:59+00:00,[1606077121767800832],1.6060771217678008e+18,RT @RubbaBandDaRula: You niggas put on designer all year then spend $60 on your momma for Christmas. I can’t respect it,1159.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1539180351532064769/HJ0IItot_normal.jpg,mikediggem1,〽️eeezyObama,1.0473929119422464e+18,,,0.0,3.0,[]
71.0,7.217870586547241e+17,2022-12-22 23:59:57+00:00,[1606077113060278278],1.6060771130602783e+18,"RT @MsZarafonitis: And that’s a wrap 🎁 Girls &amp; boys volleyball game, a Christmas Kahoot from @BaxterCYC, and home home for the holidays! Me…",2.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/903754837942300672/eD0tQHrn_normal.jpg,notoriousmrbigg,Mr Biggs,7.217870586547241e+17,,,0.0,71.0,[]
7.0,1.579517926398468e+18,2022-12-22 23:59:59+00:00,[1606077121377583105],1.606077121377583e+18,@mistydmr23 @blackkingkofi Inbox me with your cash app for Christmas giveaway,0.0,0.0,0.0,0.0,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,FlippedPre,pre flipped system,1.579517926398468e+18,,,0.0,7.0,[]
34.0,1.592562961738236e+18,2022-12-22 23:59:59+00:00,[1606077117879701504],1.6060771178797015e+18,RT @revolut20: What do you want for #Christmas 🫠,293.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1604810150346625024/F3VXIUZY_normal.jpg,FREETAGWlNS,JAY POGI. more wins cutie,1.592562961738236e+18,,,0.0,34.0,['Christmas']
72.0,9.68096611107836e+17,2022-12-22 23:59:57+00:00,[1606077112984555520],1.6060771129845555e+18,"RT @BalenaTweet: Happy Holidays everyone! I'm proud to share a short, reanimated scene from the original 'Christmas with Sonic'. Relive the…",779.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1591937734188453891/bT6z21KU_normal.jpg,TheWeirdoStar,𝘚𝘵𝘢𝘳𝘊𝘩𝘢𝘯,9.68096611107836e+17,,,0.0,72.0,[]
94.0,1.347067215388889e+18,2022-12-22 23:59:56+00:00,[1606077109293940736],1.6060771092939407e+18,"RT @christian4ng: Good evening 

I know everyone is busy with their family preparations for the coming Christmas and New Year celebrations…",7500.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1525803254147588096/DT0WwOSq_normal.jpg,myjendeuk_,🥳💋,1.347067215388889e+18,,,0.0,94.0,[]
80.0,7.275840370161172e+17,2022-12-22 23:59:57+00:00,[1606077111696965632],1.6060771116969656e+18,"RT @jesse_duplantis: There is no news equal to the news of Christmas, and do you know why? It’s because, in Jesus’ birth, we find out just…",36.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1468273541158211592/BWgJgeJT_normal.jpg,isaackylejr123,Isaac Kyle,7.275840370161172e+17,,,0.0,80.0,[]
79.0,1.289657381010301e+18,2022-12-22 23:59:57+00:00,[1606077111722446848],1.6060771117224468e+18,RT @ChengAbesamis: All around the world People make a change Come on and join the celebration All around the world People make a change It'…,27.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1593564925774876673/SEJXBG6L_normal.jpg,OH_AARTE_PA_YAN,OHH AARTE PA??,1.289657381010301e+18,,,0.0,79.0,[]
66.0,413716461.0,2022-12-22 23:59:58+00:00,[1606077113915756544],1.6060771139157563e+18,"RT @PrinceHAK33M: Went to my wife’s Christmas party and found out she one of those “my man, my man, my man” people. These people know way t…",8330.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1590935525745213443/uEsZcJr-_normal.jpg,Love_Meshawn,BIG BRI,413716461.0,,,0.0,66.0,[]
9.0,9.056054558708204e+17,2022-12-22 23:59:59+00:00,[1606077121230557184],1.6060771212305572e+18,"RT @PrinceHAK33M: Went to my wife’s Christmas party and found out she one of those “my man, my man, my man” people. These people know way t…",8330.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1593065447846445056/5H2T9tM3_normal.jpg,dearmozelle_,QWx2!,9.056054558708204e+17,,,0.0,9.0,[]
98.0,1.4145751802492436e+18,2022-12-22 23:59:56+00:00,[1606077108912099330],1.6060771089120993e+18,RT @blackpinkbabo: BLACKPINK singing Last Christmas 🎄 https://t.co/qXzNx4ky4D,8397.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1575549629592178702/871Co68j_normal.jpg,Ania89997325,🐍GAPTHESERIES⁴🇵🇦,1.4145751802492436e+18,,,0.0,98.0,[]
41.0,48088190.0,2022-12-22 23:59:58+00:00,[1606077117199810560],1.6060771171998106e+18,"RT @NottAlone1: On the 12th Day of Christmas we want to raise awareness for Mental Health! 

NottAlone is a great tool to look for services…",3.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1538458142475968518/0Dr8i32-_normal.jpg,julia161,julia161,48088190.0,,,0.0,41.0,[]
46.0,7.066064851749274e+17,2022-12-22 23:59:58+00:00,[1606077116927430657],1.606077116927431e+18,RT @pissvortex: this christmas i promise not to change the lyrics of holiday songs into swear words when i sing along to them on the radio……,10.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1570139310875107328/nHh746nR_normal.jpg,ghostonomato,Lyn 🔞🍁🎨,7.066064851749274e+17,,,0.0,46.0,[]
48.0,1.477366665524482e+18,2022-12-22 23:59:58+00:00,[1606077116478459904],1.60607711647846e+18,"RT @JamesGunn: Want to celebrate Christmas by giving to charities that are all rated A+ by Charity Watch - meaning, among other things, alm…",709.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1604163067960606720/G5uE4Xw0_normal.jpg,latinprincexx,Latinprince🇭🇹:IG fngnut.rider_♐️,1.477366665524482e+18,,,0.0,48.0,[]
45.0,1.3376031684111647e+18,2022-12-22 23:59:58+00:00,[1606077116935983104],1.606077116935983e+18,RT @SEUNGM1NE: Felix said on bbl that he thinks he will be able to spend christmas with his family this year after almost more than 4 years…,907.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1584118969795244038/iwZ7gih9_normal.jpg,swthrtrichie,Channie .•°~•♡•~°•.,1.3376031684111647e+18,,,0.0,45.0,[]
49.0,8.868002663303291e+17,2022-12-22 23:59:58+00:00,[1606077116289732614],1.6060771162897326e+18,"RT @UncleJahmal: It’s so crazy how someone can just disappear in Nigeria. No security cameras, nothing has been able to find this lady sinc…",1862.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1568375083147698181/0MuK8Dz2_normal.jpg,Lere_MK,PROMISE,8.868002663303291e+17,,,0.0,49.0,[]
86.0,1.4033790352967352e+18,2022-12-22 23:59:57+00:00,[1606077110187020289],1.6060771101870203e+18,Fun holiday game to play: send butt pics to your boyfriend as he's talking to your parents about Christmas,1.0,3.0,38.0,1.0,https://pbs.twimg.com/profile_images/1524421448185622529/zOdpl0zN_normal.jpg,tyluhthecreator,tyluh✨,1.4033790352967352e+18,,,0.0,86.0,[]
61.0,1.1536154242709586e+18,2022-12-22 23:59:58+00:00,[1606077114549436416],1.6060771145494364e+18,RT @billboard: .@JYPETWICE's Tzuyu is spreading holiday cheer with a cover of @AvaMax‘s “Christmas Without You.” https://t.co/4bhDD2RVri,4654.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1538510881080098816/vWeeSm6g_normal.jpg,bryghter_once,bry,1.1536154242709586e+18,,,0.0,61.0,[]
10.0,9.48644466025554e+17,2022-12-22 23:59:59+00:00,[1606077121146736640],1.6060771211467366e+18,"RT @magnetmoneyshow: Will be running a little Christmas Poker tournament online, alongside @KanpaiPandas.

~ FREE TO PLAY ~

When 🗓 : Dec 2…",760.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1592567679268831238/rUu8K0aT_normal.jpg,ziggyBbu,ZiggArtz,9.48644466025554e+17,-1.0,,1.0,10.0,[]
53.0,8.290523128449802e+17,2022-12-22 23:59:58+00:00,[1606077115954348032],1.606077115954348e+18,"A little story of vacation and family bonding for Christmas? Sure, why not!

Title: All I Ever Wanted
Rating: Teen and Up
Link: https://t.co/XaHxyogDv1",1.0,0.0,1.0,0.0,https://pbs.twimg.com/profile_images/1266487428283617286/et0QPcJy_normal.jpg,byrdistheword25,Dyke The Halls,8.290523128449802e+17,-1.0,,1.0,53.0,[]
62.0,1.503979112389841e+18,2022-12-22 23:59:58+00:00,[1606077114536431616],1.6060771145364316e+18,"RT @krystclass: vousmevoyez (story):
Christmas gift from Pomellato for Krystal :)

#KrystalxPomellato https://t.co/OZmkfXpTxh",65.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1604664621415034880/jKtNWAIe_normal.jpg,voyzmevoyez,ᵂᴸ` ᴋʀʏsᴛᴀʟ,1.503979112389841e+18,-1.0,,1.0,62.0,['KrystalxPomellato']
42.0,1.2458452362338222e+18,2022-12-22 23:59:58+00:00,[1606077117078581248],1.6060771170785812e+18,RT @Jaeyuuu1: Yuta and Jaehyun are the sweetest christmas gift 🍒🍑 https://t.co/9IoDMXhTCI,437.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1395727047528386560/Wc8VRS5w_normal.jpg,jayyuno14,𝗰𝗮𝗹𝗹𝗺𝗲𝗷𝗮𝘆🥓,1.2458452362338222e+18,-1.0,,1.0,42.0,[]
78.0,4019345892.0,2022-12-22 23:59:57+00:00,[1606077111952777216],1.6060771119527772e+18,Daily Maki! ❄🤍💙 She's wondering what to wear out for Christmas celebrations this year. What do you all think?~ https://t.co/g6xmEb82Xv,47.0,2.0,221.0,0.0,https://pbs.twimg.com/profile_images/1598133632916406272/KDrAinS8_normal.jpg,DailyMaki,Daily Maki! ❤☃❄,4019345892.0,-1.0,,1.0,78.0,[]
12.0,2922498262.0,2022-12-22 23:59:59+00:00,[1606077120979116032],1.606077120979116e+18,"So lemme tell y’all how excited I am to Celebrate Christmas this year for the first time! ON OVERWATCH 2!!!!

https://t.co/sbm3YJoaW1 https://t.co/CMjYR2llUO",0.0,0.0,1.0,0.0,https://pbs.twimg.com/profile_images/1605168701786972160/fXOFzQX2_normal.jpg,TheBlackLuffy93,Luffy No Keroppi,2922498262.0,-1.0,,1.0,12.0,[]
67.0,7.382243535154708e+17,2022-12-22 23:59:58+00:00,[1606077113844760576],1.6060771138447606e+18,Your icon is decorated by [Comfy Christmas] #christmascomfysheep #iconDecotter https://t.co/O7CEvYXD8y,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1606077111558893568/GuwyAhL9_normal.png,SuMmEr_ash0526,👹Summer Choco⚡🐏❤️🧡💛💙💜,7.382243535154708e+17,-1.0,,1.0,67.0,"['christmascomfysheep', 'iconDecotter']"
96.0,1.354204837496451e+18,2022-12-22 23:59:56+00:00,[1606077109125844992],1.606077109125845e+18,@CourtneeHendrix @TerrillCharming Hi Terrill. Merry Christmas! I hope you're well. I mostly want peace and rest with family &amp; friends. Here is my personal @amazon wishlist. 🙏🎅 https://t.co/eOhGqnNXSp https://t.co/cJnUIwyOzs,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1505666658425360397/eFJae9HZ_normal.jpg,spedteacher78,Jen,1.354204837496451e+18,-1.0,,1.0,96.0,[]
75.0,125253180.0,2022-12-22 23:59:57+00:00,[1606077112405762050],1.606077112405762e+18,@louloublue01 @AlexB6311 Thank you! Merry Christmas!,0.0,1.0,0.0,0.0,https://pbs.twimg.com/profile_images/1580375094718656512/Xaz_KuwQ_normal.jpg,LARams520,South Bay Lark,125253180.0,-1.0,,1.0,75.0,[]
69.0,1.5340980807143506e+18,2022-12-22 23:59:58+00:00,[1606077113701785600],1.6060771137017856e+18,young people stru1  0.0AXZB6   #郑州 #北京 #宁波 #杭州线下  约 炮 christmas  https://t.co/AsOuV0ARaV,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1534098119834624001/pH1aIybg_normal.jpg,AsaEugene5,Asa Eugene,1.5340980807143506e+18,-1.0,,1.0,69.0,"['郑州', '北京', '宁波', '杭州线下']"
33.0,407417638.0,2022-12-22 23:59:59+00:00,[1606077118273622017],1.606077118273622e+18,RT @Tea_witdre: A Christmas classic. Our annual tradition is to stan Danita  https://t.co/OtbgKKUjZc,16836.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1573762121644531712/t-ZiILGx_normal.jpg,KelseyyD_,KELSO.,407417638.0,-1.0,,1.0,33.0,[]
92.0,1.2741195243973386e+18,2022-12-22 23:59:57+00:00,[1606077109427765248],1.6060771094277652e+18,RT @updatingdnf: Dream and George will be in tomorrows Dream Team Christmas stream train!!,16.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1605361408786456576/gjFE-kO5_normal.jpg,mishelnotfound,¡𝘔𝘪𝘴𝘩𝘦𝘭! ♡⃕ ◡̈ 🍂,1.2741195243973386e+18,-1.0,,1.0,92.0,[]
20.0,2439032963.0,2022-12-22 23:59:59+00:00,[1606077119783526400],1.6060771197835264e+18,@ScottBaio Merry Christmas my 80’s Crush! ❤️,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1168329815390400513/Ttu8EEK__normal.jpg,BenoitLia,Lia,2439032963.0,-1.0,,1.0,20.0,[]
90.0,1.3109923107384074e+18,2022-12-22 23:59:57+00:00,[1606077109646000129],1.606077109646e+18,"RT @cannagrow_io: 🎅 CHRISTMAS GIVEAWAY  🎁

1 #BNB  TO WIN 🥇 

➡️ FOLLOW @cannagrow_io 
➡️ RT + TAG 1 FRIEND
➡️COMMENT : Let’s #grow !

Dead…",336.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1598260927685890048/JgDlicJY_normal.jpg,di8835242299,di88,1.3109923107384074e+18,-1.0,,1.0,90.0,"['BNB', 'grow']"
27.0,608684983.0,2022-12-22 23:59:59+00:00,[1606077118927867905],1.606077118927868e+18,RT @m_crouton: It takes a village. Take 2. #cow #christmas ⁦@TractorSupply⁩ https://t.co/cSUVXVTog6,33.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1534955256639107073/E03aoDTt_normal.jpg,jaquelinehogreb,jho,608684983.0,-1.0,,1.0,27.0,"['cow', 'christmas']"
57.0,1.515880998885421e+18,2022-12-22 23:59:58+00:00,[1606077115090161664],1.6060771150901617e+18,"RT @7ynko735: @DerpyBirbsETH Happy Derpy Birby Christmas!! 
@IamMsFortune @kytSnow @SanePlantain @LocalCravingsHI 

#DerpyBirbs #DerpyBirbs…",1.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1520251410104737792/CA8sXh8n_normal.jpg,kytSnow,Kyt3946,1.515880998885421e+18,-1.0,,1.0,57.0,"['DerpyBirbs', 'DerpyBirbs']"
44.0,4797172569.0,2022-12-22 23:59:58+00:00,[1606077116981792768],1.6060771169817928e+18,RT @TheStumbleUK: Merry Christmas everyone 😎x https://t.co/iiGP0iQ4iB,2.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/702764028716847104/ZKUEuWYY_normal.jpg,sarahfsweetnam,Sarah Sweetnam,4797172569.0,-1.0,,1.0,44.0,[]
2.0,1053432535.0,2022-12-22 23:59:59+00:00,[1606077121813684231],1.6060771218136842e+18,RT @EBONY: Entrepreneur Telsha Anderson-Boone created an emporium stocked with designs from Black designers with her new store T.A. As a lo…,7.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1595848541691314176/T_miwKGF_normal.jpg,ange_patricia,Patricia Ange #Disabled is not a dirty word,1053432535.0,-1.0,,1.0,2.0,[]
